comic_no,Book Title,Issue,Vol,Month,Year,genre,link,our_idx,img_folderpath,_old_comic_no,
1406,The Amazing Spider-Man #034,spiderman,,,,superhero|action,,1449,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4900,
1407,The Amazing Spider-Man #035,spiderman,,,,superhero|action,,1450,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4901,
1408,The Amazing Spider-Man #036,spiderman,,,,superhero|action,,1451,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4902,
1409,The Amazing Spider-Man #037,spiderman,,,,superhero|action,,1452,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4903,
1410,The Amazing Spider-Man #038,spiderman,,,,superhero|action,,1453,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4904,
1411,The Amazing Spider-Man #039,spiderman,,,,superhero|action,,1454,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4905,
1412,The Amazing Spider-Man #040,spiderman,,,,superhero|action,,1455,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4906,
1413,The Amazing Spider-Man #041,spiderman,,,,superhero|action,,1456,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4907,
1414,The Amazing Spider-Man #042,spiderman,,,,superhero|action,,1457,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4908,
1415,The Amazing Spider-Man #043,spiderman,,,,superhero|action,,1458,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4909,
1416,The Amazing Spider-Man #044,spiderman,,,,superhero|action,,1459,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4910,
1417,The Amazing Spider-Man #045,spiderman,,,,superhero|action,,1460,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4911,
1418,The Amazing Spider-Man #046,spiderman,,,,superhero|action,,1461,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4912,
1419,The Amazing Spider-Man #047,spiderman,,,,superhero|action,,1462,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4913,
1420,The Amazing Spider-Man #048,spiderman,,,,superhero|action,,1463,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4914,
1421,The Amazing Spider-Man #049,spiderman,,,,superhero|action,,1464,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4915,
1422,The Amazing Spider-Man #050,spiderman,,,,superhero|action,,1465,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4916,
1423,The Amazing Spider-Man #051,spiderman,,,,superhero|action,,1466,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4917,
1424,The Amazing Spider-Man #052,spiderman,,,,superhero|action,,1467,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4918,
1425,The Amazing Spider-Man #053,spiderman,,,,superhero|action,,1468,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4919,
1426,The Amazing Spider-Man #054,spiderman,,,,superhero|action,,1469,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4920,
1427,The Amazing Spider-Man #055,spiderman,,,,superhero|action,,1470,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4921,
1428,The Amazing Spider-Man #056,spiderman,,,,superhero|action,,1471,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4922,
1429,The Amazing Spider-Man #057,spiderman,,,,superhero|action,,1472,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4923,
1430,The Amazing Spider-Man #058,spiderman,,,,superhero|action,,1473,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4924,
1431,The Amazing Spider-Man #059,spiderman,,,,superhero|action,,1474,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4925,
1432,The Amazing Spider-Man #060,spiderman,,,,superhero|action,,1475,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4926,
1433,The Amazing Spider-Man #061,spiderman,,,,superhero|action,,1476,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4927,
1434,The Amazing Spider-Man #062,spiderman,,,,superhero|action,,1477,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4928,
1435,The Amazing Spider-Man #063,spiderman,,,,superhero|action,,1478,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4929,
1436,The Amazing Spider-Man #064,spiderman,,,,superhero|action,,1479,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4930,
1437,The Amazing Spider-Man #065,spiderman,,,,superhero|action,,1480,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4931,
1438,The Amazing Spider-Man #066,spiderman,,,,superhero|action,,1481,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4932,
1439,The Amazing Spider-Man #067,spiderman,,,,superhero|action,,1482,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4933,
1440,The Amazing Spider-Man #068,spiderman,,,,superhero|action,,1483,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4934,
1441,The Amazing Spider-Man #069,spiderman,,,,superhero|action,,1484,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4935,
1442,The Amazing Spider-Man #070,spiderman,,,,superhero|action,,1485,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4936,
1443,The Amazing Spider-Man #071,spiderman,,,,superhero|action,,1486,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4937,
1444,The Amazing Spider-Man #072,spiderman,,,,superhero|action,,1487,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4938,
1445,The Amazing Spider-Man #073,spiderman,,,,superhero|action,,1488,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4939,
1446,The Amazing Spider-Man #074,spiderman,,,,superhero|action,,1489,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4940,
1447,The Amazing Spider-Man #075,spiderman,,,,superhero|action,,1490,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4941,
1448,The Amazing Spider-Man #076,spiderman,,,,superhero|action,,1491,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4942,
1449,The Amazing Spider-Man #077,spiderman,,,,superhero|action,,1492,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4943,
1450,The Amazing Spider-Man #078,spiderman,,,,superhero|action,,1493,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4944,
1451,The Amazing Spider-Man #079,spiderman,,,,superhero|action,,1494,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\spiderman\page_img,4945,
1452,Action Comics 001 (1938) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1495,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4946,
1453,Action Comics 002 (1938) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1496,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4947,
1454,Action Comics 003 (1938) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1497,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4948,
1455,Action Comics 004 (1938) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1498,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4949,
1456,Action Comics 005 (1938) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1499,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4950,
1457,Action Comics 006 (1938) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1500,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4951,
1458,Action Comics 007 (1938) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1501,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4952,
1459,Action Comics 008 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1502,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4953,
1460,Action Comics 009 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1503,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4954,
1461,Action Comics 010 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1504,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4955,
1462,Action Comics 011 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1505,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4956,
1463,Action Comics 012 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1506,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4957,
1464,Action Comics 013 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1507,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4958,
1465,Action Comics 014 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1508,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4959,
1466,Action Comics 015 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1509,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4960,
1467,Action Comics 016 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1510,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4961,
1468,Action Comics 017 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1511,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4962,
1469,Action Comics 018 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1512,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4963,
1470,Action Comics 019 (1939) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1513,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4964,
1471,Action Comics 020 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1514,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4965,
1472,Action Comics 021 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1515,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4966,
1473,Action Comics 022 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1516,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4967,
1474,Action Comics 023 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1517,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4968,
1475,Action Comics 024 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1518,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4969,
1476,Action Comics 025 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1519,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4970,
1477,Action Comics 026 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1520,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4971,
1478,Action Comics 027 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1521,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4972,
1479,Action Comics 028 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1522,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4973,
1480,Action Comics 029 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1523,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4974,
1481,Action Comics 030 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1524,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4975,
1482,Action Comics 031 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1525,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4976,
1483,Action Comics 032 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1526,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4977,
1484,Action Comics 033 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1527,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4978,
1485,Action Comics 034 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1528,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4979,
1486,Action Comics 035 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1529,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4980,
1487,Action Comics 036 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1530,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4981,
1488,Action Comics 037 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1531,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4982,
1489,Action Comics 038 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1532,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4983,
1490,Action Comics 039 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1533,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4984,
1491,Action Comics 040 (1940) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1534,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4985,
1492,Action Comics 041 (1941) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1535,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4986,
1493,Action Comics 042 (1941) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1536,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4987,
1494,Action Comics 043 (1941) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1537,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4988,
1495,Action Comics 044 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1538,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4989,
1496,Action Comics 045 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1539,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4990,
1497,Action Comics 046 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1540,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4991,
1498,Action Comics 047 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1541,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4992,
1499,Action Comics 048 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1542,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4993,
1500,Action Comics 049 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1543,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4994,
1501,Action Comics 050 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1544,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4995,
1502,Action Comics 051 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1545,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4996,
1503,Action Comics 052 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1546,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4997,
1504,Action Comics 053 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1547,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4998,
1505,Action Comics 054 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1548,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,4999,
1506,Action Comics 055 (1942) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1549,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5000,
1507,Action Comics 056 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1550,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5001,
1508,Action Comics 057 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1551,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5002,
1509,Action Comics 058 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1552,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5003,
1510,Action Comics 059 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1553,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5004,
1511,Action Comics 060 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1554,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5005,
1512,Action Comics 061 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1555,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5006,
1513,Action Comics 062 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1556,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5007,
1514,Action Comics 063 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1557,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5008,
1515,Action Comics 064 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1558,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5009,
1516,Action Comics 065 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1559,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5010,
1517,Action Comics 066 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1560,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5011,
1518,Action Comics 067 (1943) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1561,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5012,
1519,Action Comics 068 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1562,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5013,
1520,Action Comics 069 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1563,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5014,
1521,Action Comics 070 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1564,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5015,
1522,Action Comics 071 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1565,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5016,
1523,Action Comics 072 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1566,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5017,
1524,Action Comics 073 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1567,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5018,
1525,Action Comics 074 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1568,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5019,
1526,Action Comics 075 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1569,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5020,
1527,Action Comics 076 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1570,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5021,
1528,Action Comics 077 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1571,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5022,
1529,Action Comics 078 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1572,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5023,
1530,Action Comics 079 (1944) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1573,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5024,
1531,Action Comics 080 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1574,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5025,
1532,Action Comics 081 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1575,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5026,
1533,Action Comics 082 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1576,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5027,
1534,Action Comics 083 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1577,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5028,
1535,Action Comics 084 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1578,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5029,
1536,Action Comics 085 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1579,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5030,
1537,Action Comics 086 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1580,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5031,
1538,Action Comics 087 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1581,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5032,
1539,Action Comics 088 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1582,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5033,
1540,Action Comics 089 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1583,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5034,
1541,Action Comics 090 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1584,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5035,
1542,Action Comics 091 (1945) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1585,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5036,
1543,Action Comics 092 (1946) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1586,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5037,
1544,Action Comics 093 (1946) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1587,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5038,
1545,Action Comics 094 (1946) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1588,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5039,
1546,Action Comics 095 (1946) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1589,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5040,
1547,Action Comics 096 (1946) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1590,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5041,
1548,Action Comics 097 (1946) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1591,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5042,
1549,Action Comics 098 (1946) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1592,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5043,
1550,Action Comics 099 (1946) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1593,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5044,
1551,Action Comics 100 (1946) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1594,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5045,
1552,Action Comics 101 (1946) (Digital) (Shadowcat-Empire),superman,,,,superhero|action|scifi,,1595,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5046,
1553,Action Comics 102 (1946) (c2c),superman,,,,superhero|action|scifi,,1596,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5047,
1554,Action Comics 103 (1946) (c2c),superman,,,,superhero|action|scifi,,1597,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5048,
1555,Action Comics 104 (1947) (c2c),superman,,,,superhero|action|scifi,,1598,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5049,
1556,Action Comics 106 (1947) (c2c),superman,,,,superhero|action|scifi,,1599,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\superman\page_img,5050,
